timestamp,load [kW],price [€/kWh],grid_power [kW],soc_kwh [kWh],soc_max [kWh],pv_used [kW],pv_avail [kW],pv_to_bat [kW],pv_to_load [kW],battery_to_load [kW],p_charge [kW],p_discharge [kW],grid_to_bat [kW],grid_to_load [kW]
2022-01-01 00:00:00,0.1,0.2737504,8.24066604697496e-09,2.288888897608114,0.95,4.763712517178839e-10,0.0,0.0,4.763712517178839e-10,0.09999999713887137,5.855740790355406e-09,0.09999999713887137,5.855740790355406e-09,2.384925256619554e-09
2022-01-01 01:00:00,0.1,0.2737504,2.0463709900149103e-08,2.171930234402857,0.95,3.8334638600158756e-10,0.0,0.0,3.8334638600158756e-10,0.0999999983396757,1.9183184415960268e-08,0.0999999983396757,1.9183184415960268e-08,1.2805254841888356e-09
2022-01-01 02:00:00,0.1,0.2850034,7.566610738434437e-10,2.0549715468114047,0.95,5.1620343972781024e-11,0.0,0.0,5.1620343972781024e-11,0.10000000017374767,9.819083242314357e-10,0.10000000017374767,9.819083242314357e-10,-2.2524725038799204e-10
2022-01-01 03:00:00,0.1,0.1940114,1.2076102344611392e-09,1.9380128553487765,0.95,2.7097666666492444e-11,0.0,0.0,2.7097666666492444e-11,0.10000000065777113,1.8923657253002323e-09,0.10000000065777113,1.8923657253002323e-09,-6.84755490839093e-10
2022-01-01 04:00:00,0.1,0.16844409999999999,4.862718496124574e-10,1.8210541584461137,0.95,-9.385158602893114e-11,0.0,0.0,-9.385158602893114e-11,0.10000000288348804,3.275792328784435e-09,0.10000000288348804,3.275792328784435e-09,-2.7895204791719775e-09
2022-01-01 05:00:00,0.12088803711672418,0.1709004,1.0032633514630132e-09,1.6796650816542262,0.95,-3.5178516986566556e-12,0.0,0.0,-3.5178516986566556e-12,0.120888036567672,4.5068184913498876e-10,0.120888036567672,4.5068184913498876e-10,5.525815023280244e-10
2022-01-01 06:00:00,0.4082965850772712,0.1719773,1.2265713399265005e-08,1.2021266916381679,0.95,-2.0285482329155452e-11,0.0,0.0,-2.0285482329155452e-11,0.40829658109964057,8.268394234863765e-09,0.40829658109964057,8.268394234863765e-09,3.99731916440124e-09
2022-01-01 07:00:00,0.7687733521173049,0.175208,3.6893794503027896e-09,0.9600000037297733,0.95,0.5617544268591284,1.1314231122404224,1.3647163048171102e-09,0.5617544268591284,0.20701892293351995,1.3647163048171102e-09,0.20701892293351995,0.0,3.6893794503027896e-09
2022-01-01 08:00:00,0.29198037529499965,0.182952,9.037727855919301e-10,2.4773249536950233,0.95,1.8093096354106875,1.9372735299672423,1.5173292618616343,0.29198037529499965,8.422274491319415e-10,1.5173292618616343,8.422274491319415e-10,0.0,9.037727855919301e-10
2022-01-01 09:00:00,0.16153613237856862,0.20762390000000003,2.707130273176009e-09,2.288394255555521,0.95,1.2660865107559579e-08,2.8738051306294152,3.5131569451035897e-09,1.2660865107559579e-08,0.16153612052383978,3.5131569451035897e-09,0.16153612052383978,0.0,2.707130273176009e-09
2022-01-01 10:00:00,0.1,0.2157793,1.8840353165334815e-08,3.5442747152372163,0.95,1.355883252531036,2.4215504187476737,1.255883291204312,0.1,1.983293140891378e-08,1.255883291204312,1.983293140891378e-08,0.0,1.8840353165334815e-08
2022-01-01 11:00:00,0.1,0.2246244,3.0266428187955074e-08,4.086714179332176,0.95,0.6424404042916843,4.378877314776953,0.5424404522922227,0.1,1.7733937865993904e-08,0.5424404522922227,1.7733937865993904e-08,0.0,3.0266428187955074e-08
2022-01-01 12:00:00,0.1,0.2374988,2.5103575803954947e-08,3.9697554424346047,0.95,9.950477240420035e-08,4.275009097397547,2.3918757012284945e-08,9.950477240420035e-08,0.09999989930996192,2.3918757012284945e-08,0.09999989930996192,0.0,2.5103575803954947e-08
