timestamp,load [kW],price [€/kWh],grid_power [kW],soc_kwh [kWh],soc_max [kWh],pv_used [kW],pv_avail [kW],pv_to_bat [kW],pv_to_load [kW],battery_to_load [kW],p_charge [kW],p_discharge [kW],grid_to_bat [kW],grid_to_load [kW]
2022-01-01 00:00:00,0.1,0.2737504,9.160993782930309e-09,2.288888898647516,0.95,5.727733966369593e-10,0.0,0.0,5.727733966369593e-10,0.0999999966589738,6.3925398147961935e-09,0.0999999966589738,6.3925398147961935e-09,2.7684539681341155e-09
2022-01-01 01:00:00,0.1,0.2737504,1.5699719052230964e-09,2.1719302145425265,0.95,-1.3775304118401711e-10,0.0,0.0,-1.3775304118401711e-10,0.10000000080922906,2.210571146361212e-09,0.10000000080922906,2.210571146361212e-09,-6.405992411381155e-10
2022-01-01 02:00:00,0.1,0.2850034,1.2162962584046694e-09,2.0549715275710825,0.95,3.163612080613548e-11,0.0,0.0,3.163612080613548e-11,0.09999999914865484,3.9656986554464805e-10,0.09999999914865484,3.9656986554464805e-10,8.197263928600213e-10
2022-01-01 03:00:00,0.10102929783384754,0.1940114,7.494557733990618e-09,1.9368089904127612,0.95,3.530998372188392e-11,0.0,0.0,3.530998372188392e-11,0.10102929088317,5.791852185897365e-10,0.10102929088317,5.791852185897365e-10,6.915372515400882e-09
2022-01-01 04:00:00,0.1011699835640638,0.16844409999999999,0.10117000026580011,1.9368090070416129,0.95,4.692098714041547e-11,0.0,0.0,4.692098714041547e-11,6.985085347587194e-10,1.7447176451226055e-08,6.985085347587194e-10,1.7447176451226055e-08,0.10116998281862366
2022-01-01 05:00:00,0.17173901262523392,0.1709004,0.1717374972783862,1.93680723470788,0.95,1.8270143662726603e-10,0.0,0.0,1.8270143662726603e-10,1.5164244517904635e-06,1.260245518365236e-09,1.5164244517904635e-06,1.260245518365236e-09,0.17173749601814067
2022-01-01 06:00:00,0.5608495116028005,0.1719773,0.27936128061489884,1.6075822680529048,0.95,4.3110141918748153e-10,0.0,0.0,4.3110141918748153e-10,0.2814882331980595,2.6412295151063332e-09,0.2814882331980595,2.6412295151063332e-09,0.27936127797366933
2022-01-01 07:00:00,1.0738792051683634,0.175208,1.9546748014170097e-07,0.9599999813231855,0.95,0.5201944712779926,0.5201945343634125,2.4010791779629297e-08,0.5201944712779926,0.5536845623413748,2.4010791779629297e-08,0.5536845623413748,0.0,1.9546748014170097e-07
2022-01-01 08:00:00,0.41402271651542305,0.182952,4.225779569638204e-08,1.4134878734425793,0.95,0.8675118587297147,0.8907004735481573,0.4534892066402755,0.41402271651542305,2.2171966847152783e-08,0.4534892066402755,2.2171966847152783e-08,0.0,4.225779569638204e-08
2022-01-01 09:00:00,0.22255730298878032,0.20762390000000003,6.601818131076485e-10,1.1531876387073874,0.95,5.82517667873019e-09,1.3212897152319152,8.243940313386602e-10,5.82517667873019e-09,0.22255729732822274,8.243940313386602e-10,0.22255729732822274,0.0,6.601818131076485e-10
2022-01-01 10:00:00,0.1318690475551248,0.2157793,3.85605028464108e-09,0.9989552815231708,0.95,3.651909181323731e-08,1.1133565143667463,4.454038930461039e-09,3.651909181323731e-08,0.13186901163651,4.454038930461039e-09,0.13186901163651,0.0,3.85605028464108e-09
2022-01-01 11:00:00,0.1,0.2246244,4.253306883694553e-09,2.8033865416291746,0.95,1.9044358576895186,2.0132769263342314,1.8044358651556238,0.1,3.2129511985843256e-09,1.8044358651556238,3.2129511985843256e-09,0.0,4.253306883694553e-09
